move_number,piece,from_square,to_square,is_capture,is_check,is_castle,fen,material_balance,developed_pieces,pst_score,opponent_threats,label,prev_1_piece,prev_1_is_capture,prev_2_piece,prev_2_is_capture
1,1,12,28,False,False,False,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0,0,0,22,good,,,,
2,1,52,36,False,False,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0,0,0,29,good,1.0,False,,
3,2,6,21,False,False,False,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0,0,0,29,good,1.0,False,1.0,False
4,1,51,43,False,False,False,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,0,1,10,31,good,1.0,False,2.0,False
5,3,5,26,False,False,False,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0,1,10,31,inaccuracy,2.0,False,1.0,False
6,1,55,47,False,False,False,rnbqkbnr/ppp2ppp/3p4/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,0,2,10,31,good,1.0,False,3.0,False
7,2,1,18,False,False,False,rnbqkbnr/ppp2pp1/3p3p/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,0,2,10,31,inaccuracy,3.0,False,1.0,False
8,1,50,42,False,False,False,rnbqkbnr/ppp2pp1/3p3p/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4,0,3,20,33,good,1.0,False,2.0,False
9,1,11,19,False,False,False,rnbqkbnr/pp3pp1/2pp3p/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,0,3,20,34,inaccuracy,2.0,False,1.0,False
10,1,49,33,False,False,False,rnbqkbnr/pp3pp1/2pp3p/4p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 5,0,3,20,36,good,1.0,False,1.0,False
11,3,26,17,False,False,False,rnbqkbnr/p4pp1/2pp3p/1p2p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 6,0,3,20,36,good,1.0,False,1.0,False
12,1,48,32,False,False,False,rnbqkbnr/p4pp1/2pp3p/1p2p3/4P3/1BNP1N2/PPP2PPP/R1BQK2R b KQkq - 1 6,0,3,20,35,good,1.0,False,3.0,False
13,1,8,24,False,False,False,rnbqkbnr/5pp1/2pp3p/pp2p3/4P3/1BNP1N2/PPP2PPP/R1BQK2R w KQkq - 0 7,0,3,20,37,inaccuracy,3.0,False,1.0,False
14,1,33,25,False,False,False,rnbqkbnr/5pp1/2pp3p/pp2p3/P3P3/1BNP1N2/1PP2PPP/R1BQK2R b KQkq - 0 7,0,3,20,35,good,1.0,False,1.0,False
15,2,18,12,False,False,False,rnbqkbnr/5pp1/2pp3p/p3p3/Pp2P3/1BNP1N2/1PP2PPP/R1BQK2R w KQkq - 0 8,0,3,20,37,good,1.0,False,1.0,False
16,1,42,34,False,False,False,rnbqkbnr/5pp1/2pp3p/p3p3/Pp2P3/1B1P1N2/1PP1NPPP/R1BQK2R b KQkq - 1 8,0,3,20,35,good,1.0,False,2.0,False
17,1,10,18,False,False,False,rnbqkbnr/5pp1/3p3p/p1p1p3/Pp2P3/1B1P1N2/1PP1NPPP/R1BQK2R w KQkq - 0 9,0,3,20,35,good,2.0,False,1.0,False
18,3,58,30,False,False,False,rnbqkbnr/5pp1/3p3p/p1p1p3/Pp2P3/1BPP1N2/1P2NPPP/R1BQK2R b KQkq - 0 9,0,3,20,36,good,1.0,False,1.0,False
19,2,12,6,False,False,False,rn1qkbnr/5pp1/3p3p/p1p1p3/Pp2P1b1/1BPP1N2/1P2NPPP/R1BQK2R w KQkq - 1 10,0,4,20,35,inaccuracy,1.0,False,3.0,False
20,2,62,45,False,False,False,rn1qkbnr/5pp1/3p3p/p1p1p3/Pp2P1b1/1BPP1N2/1P3PPP/R1BQK1NR b KQkq - 2 10,0,3,10,36,good,3.0,False,2.0,False
21,1,18,25,True,False,False,rn1qkb1r/5pp1/3p1n1p/p1p1p3/Pp2P1b1/1BPP1N2/1P3PPP/R1BQK1NR w KQkq - 3 11,0,4,0,37,blunder,2.0,False,2.0,False
22,1,34,25,True,False,False,rn1qkb1r/5pp1/3p1n1p/p1p1p3/PP2P1b1/1B1P1N2/1P3PPP/R1BQK1NR b KQkq - 0 11,1,4,5,37,good,2.0,False,1.0,True
23,1,15,23,False,False,False,rn1qkb1r/5pp1/3p1n1p/p3p3/Pp2P1b1/1B1P1N2/1P3PPP/R1BQK1NR w KQkq - 0 12,0,4,0,37,inaccuracy,1.0,True,1.0,True
24,3,30,39,False,False,False,rn1qkb1r/5pp1/3p1n1p/p3p3/Pp2P1b1/1B1P1N1P/1P3PP1/R1BQK1NR b KQkq - 0 12,0,4,0,36,good,1.0,True,1.0,False
25,1,14,30,False,False,False,rn1qkb1r/5pp1/3p1n1p/p3p2b/Pp2P3/1B1P1N1P/1P3PP1/R1BQK1NR w KQkq - 1 13,0,4,0,35,good,1.0,False,3.0,False
26,3,39,46,False,False,False,rn1qkb1r/5pp1/3p1n1p/p3p2b/Pp2P1P1/1B1P1N1P/1P3P2/R1BQK1NR b KQkq - 0 13,0,4,0,37,good,3.0,False,1.0,False
27,2,21,11,False,False,False,rn1qkb1r/5pp1/3p1nbp/p3p3/Pp2P1P1/1B1P1N1P/1P3P2/R1BQK1NR w KQkq - 1 14,0,4,0,35,blunder,1.0,False,3.0,False
28,2,57,42,False,False,False,rn1qkb1r/5pp1/3p1nbp/p3p3/Pp2P1P1/1B1P3P/1P1N1P2/R1BQK1NR b KQkq - 2 14,0,4,0,30,good,3.0,False,2.0,False
29,1,23,31,False,False,False,r2qkb1r/5pp1/2np1nbp/p3p3/Pp2P1P1/1B1P3P/1P1N1P2/R1BQK1NR w KQkq - 3 15,0,5,-10,35,blunder,2.0,False,2.0,False
30,2,42,27,False,False,False,r2qkb1r/5pp1/2np1nbp/p3p3/Pp2P1PP/1B1P4/1P1N1P2/R1BQK1NR b KQkq - 0 15,0,5,-10,32,good,2.0,False,1.0,False
31,1,31,39,False,False,False,r2qkb1r/5pp1/3p1nbp/p3p3/Pp1nP1PP/1B1P4/1P1N1P2/R1BQK1NR w KQkq - 1 16,0,5,-10,41,good,1.0,False,2.0,False
32,3,46,55,False,False,False,r2qkb1r/5pp1/3p1nbp/p3p2P/Pp1nP1P1/1B1P4/1P1N1P2/R1BQK1NR b KQkq - 0 16,0,5,-10,32,inaccuracy,2.0,False,1.0,False
33,2,11,26,False,False,False,r2qkb1r/5ppb/3p1n1p/p3p2P/Pp1nP1P1/1B1P4/1P1N1P2/R1BQK1NR w KQkq - 1 17,0,5,-10,41,good,1.0,False,3.0,False
34,2,27,17,True,False,False,r2qkb1r/5ppb/3p1n1p/p3p2P/PpNnP1P1/1B1P4/1P3P2/R1BQK1NR b KQkq - 2 17,0,5,-10,38,inaccuracy,3.0,False,2.0,False
35,5,3,17,True,False,False,r2qkb1r/5ppb/3p1n1p/p3p2P/PpN1P1P1/1n1P4/1P3P2/R1BQK1NR w KQkq - 0 18,-3,4,0,38,inaccuracy,2.0,False,2.0,True
36,2,45,30,True,False,False,r2qkb1r/5ppb/3p1n1p/p3p2P/PpN1P1P1/1Q1P4/1P3P2/R1B1K1NR b KQkq - 0 18,0,3,-40,36,good,2.0,True,5.0,True
37,1,13,21,False,False,False,r2qkb1r/5ppb/3p3p/p3p2P/PpN1P1n1/1Q1P4/1P3P2/R1B1K1NR w KQkq - 0 19,-1,3,-80,36,inaccuracy,5.0,True,2.0,True
38,2,30,45,False,False,False,r2qkb1r/5ppb/3p3p/p3p2P/PpN1P1n1/1Q1P1P2/1P6/R1B1K1NR b KQkq - 0 19,-1,3,-80,36,inaccuracy,2.0,True,1.0,False
39,2,6,23,False,False,False,r2qkb1r/5ppb/3p1n1p/p3p2P/PpN1P3/1Q1P1P2/1P6/R1B1K1NR w KQkq - 1 20,-1,3,-90,35,inaccuracy,1.0,False,2.0,False
40,3,61,52,False,False,False,r2qkb1r/5ppb/3p1n1p/p3p2P/PpN1P3/1Q1P1P1N/1P6/R1B1K2R b KQkq - 2 20,-1,4,-100,34,good,2.0,False,2.0,False
41,4,7,6,False,False,False,r2qk2r/4bppb/3p1n1p/p3p2P/PpN1P3/1Q1P1P1N/1P6/R1B1K2R w KQkq - 3 21,-1,5,-100,34,good,2.0,False,3.0,False
42,6,60,62,False,False,True,r2qk2r/4bppb/3p1n1p/p3p2P/PpN1P3/1Q1P1P1N/1P6/R1B1K1R1 b Qkq - 4 21,-1,5,-100,36,good,3.0,False,4.0,False
43,3,2,47,True,False,False,r2q1rk1/4bppb/3p1n1p/p3p2P/PpN1P3/1Q1P1P1N/1P6/R1B1K1R1 w Q - 5 22,-1,5,-100,36,good,4.0,False,6.0,False
44,2,45,39,True,False,False,r2q1rk1/4bppb/3p1n1B/p3p2P/PpN1P3/1Q1P1P1N/1P6/R3K1R1 b Q - 0 22,0,6,-100,35,good,6.0,False,3.0,True
45,5,17,3,False,False,False,r2q1rk1/4bppb/3p3B/p3p2n/PpN1P3/1Q1P1P1N/1P6/R3K1R1 w Q - 0 23,-1,6,-80,35,blunder,3.0,True,2.0,True
46,3,55,46,False,False,False,r2q1rk1/4bppb/3p3B/p3p2n/PpN1P3/3P1P1N/1P6/R2QK1R1 b Q - 1 23,-1,6,-80,37,good,2.0,True,5.0,False
47,3,47,20,False,False,False,r2q1rk1/4bpp1/3p2bB/p3p2n/PpN1P3/3P1P1N/1P6/R2QK1R1 w Q - 2 24,-1,6,-80,36,good,5.0,False,3.0,False
48,2,39,29,False,False,False,r2q1rk1/4bpp1/3p2b1/p3p2n/PpN1P3/3PBP1N/1P6/R2QK1R1 b Q - 3 24,-1,6,-80,40,good,3.0,False,3.0,False
49,2,23,29,True,False,False,r2q1rk1/4bpp1/3p2b1/p3p3/PpN1Pn2/3PBP1N/1P6/R2QK1R1 w Q - 4 25,-1,6,-100,40,inaccuracy,3.0,False,2.0,False
50,1,36,29,True,False,False,r2q1rk1/4bpp1/3p2b1/p3p3/PpN1PN2/3PBP2/1P6/R2QK1R1 b Q - 0 25,2,5,-110,42,good,2.0,False,2.0,True
51,3,20,29,True,False,False,r2q1rk1/4bpp1/3p2b1/p7/PpN1Pp2/3PBP2/1P6/R2QK1R1 w Q - 0 26,-1,4,-85,35,good,2.0,True,1.0,True
52,3,52,31,False,False,False,r2q1rk1/4bpp1/3p2b1/p7/PpN1PB2/3P1P2/1P6/R2QK1R1 b Q - 0 26,0,4,-75,36,good,1.0,True,3.0,True
53,6,4,12,False,True,False,r2q1rk1/5pp1/3p2b1/p7/PpN1PB1b/3P1P2/1P6/R2QK1R1 w Q - 1 27,0,4,-75,36,blunder,3.0,True,3.0,False
54,4,61,60,False,False,False,r2q1rk1/5pp1/3p2b1/p7/PpN1PB1b/3P1P2/1P2K3/R2Q2R1 b - - 2 27,0,4,-75,37,good,3.0,False,6.0,False
55,5,3,17,False,False,False,r2qr1k1/5pp1/3p2b1/p7/PpN1PB1b/3P1P2/1P2K3/R2Q2R1 w - - 3 28,0,4,-75,36,blunder,6.0,False,4.0,False
56,1,43,35,False,False,False,r2qr1k1/5pp1/3p2b1/p7/PpN1PB1b/1Q1P1P2/1P2K3/R5R1 b - - 4 28,0,4,-75,36,good,4.0,False,5.0,False
57,2,26,43,False,False,False,r2qr1k1/5pp1/6b1/p2p4/PpN1PB1b/1Q1P1P2/1P2K3/R5R1 w - - 0 29,0,4,-75,37,blunder,5.0,False,1.0,False
58,4,60,52,False,False,False,r2qr1k1/5pp1/3N2b1/p2p4/Pp2PB1b/1Q1P1P2/1P2K3/R5R1 b - - 1 29,0,4,-75,38,good,1.0,False,2.0,False
59,6,12,11,False,False,False,r2q2k1/4rpp1/3N2b1/p2p4/Pp2PB1b/1Q1P1P2/1P2K3/R5R1 w - - 2 30,0,4,-75,36,blunder,2.0,False,4.0,False
60,1,35,28,True,False,False,r2q2k1/4rpp1/3N2b1/p2p4/Pp2PB1b/1Q1P1P2/1P1K4/R5R1 b - - 3 30,0,4,-75,37,good,4.0,False,6.0,False
61,4,6,46,True,False,False,r2q2k1/4rpp1/3N2b1/p7/Pp2pB1b/1Q1P1P2/1P1K4/R5R1 w - - 0 31,-1,4,-85,37,good,6.0,False,1.0,True
62,6,62,55,False,False,False,r2q2k1/4rpp1/3N2R1/p7/Pp2pB1b/1Q1P1P2/1P1K4/R7 b - - 0 31,2,3,-85,38,good,1.0,True,4.0,True
63,4,46,30,False,False,False,r2q4/4rppk/3N2R1/p7/Pp2pB1b/1Q1P1P2/1P1K4/R7 w - - 1 32,2,3,-85,34,inaccuracy,4.0,True,6.0,False
64,4,52,51,False,False,False,r2q4/4rppk/3N4/p7/Pp2pBRb/1Q1P1P2/1P1K4/R7 b - - 2 32,2,3,-85,40,good,6.0,False,4.0,False
65,2,43,28,True,False,False,r2q4/3r1ppk/3N4/p7/Pp2pBRb/1Q1P1P2/1P1K4/R7 w - - 3 33,2,3,-85,33,blunder,4.0,False,4.0,False
66,4,51,19,True,False,False,r2q4/3r1ppk/8/p7/Pp2NBRb/1Q1P1P2/1P1K4/R7 b - - 0 33,3,3,-80,41,good,4.0,False,2.0,True
67,5,17,19,True,True,False,r2q4/5ppk/8/p7/Pp2NBRb/1Q1r1P2/1P1K4/R7 w - - 0 34,2,3,-80,36,inaccuracy,2.0,True,4.0,True
68,5,59,19,True,False,False,r2q4/5ppk/8/p7/Pp2NBRb/3Q1P2/1P1K4/R7 b - - 0 34,7,3,-80,43,good,4.0,True,5.0,True
69,6,11,19,True,True,False,r7/5ppk/8/p7/Pp2NBRb/3q1P2/1P1K4/R7 w - - 0 35,-2,3,-80,38,good,5.0,True,5.0,True
70,4,56,59,False,False,False,r7/5ppk/8/p7/Pp2NBRb/3K1P2/1P6/R7 b - - 0 35,7,3,-80,36,good,5.0,True,6.0,True
71,6,19,20,False,True,False,3r4/5ppk/8/p7/Pp2NBRb/3K1P2/1P6/R7 w - - 1 36,7,3,-80,26,inaccuracy,6.0,True,4.0,False
72,3,31,52,False,False,False,3r4/5ppk/8/p7/Pp2NBRb/4KP2/1P6/R7 b - - 2 36,7,3,-80,36,good,4.0,False,6.0,False
73,4,0,7,False,False,False,3r4/4bppk/8/p7/Pp2NBR1/4KP2/1P6/R7 w - - 3 37,7,3,-80,26,inaccuracy,6.0,False,3.0,False
74,6,55,62,False,True,False,3r4/4bppk/8/p7/Pp2NBR1/4KP2/1P6/7R b - - 4 37,7,3,-80,37,good,3.0,False,4.0,False
75,3,29,47,False,False,False,3r2k1/4bpp1/8/p7/Pp2NBR1/4KP2/1P6/7R w - - 5 38,7,3,-80,28,blunder,4.0,False,6.0,False
76,1,53,37,False,False,False,3r2k1/4bpp1/7B/p7/Pp2N1R1/4KP2/1P6/7R b - - 6 38,7,3,-80,33,good,6.0,False,3.0,False
77,4,30,54,True,False,False,3r2k1/4b1p1/7B/p4p2/Pp2N1R1/4KP2/1P6/7R w - - 0 39,7,3,-80,28,good,3.0,False,1.0,False
78,6,62,63,False,True,False,3r2k1/4b1R1/7B/p4p2/Pp2N3/4KP2/1P6/7R b - - 0 39,8,3,-30,37,good,1.0,False,4.0,True
79,4,54,52,True,False,False,3r3k/4b1R1/7B/p4p2/Pp2N3/4KP2/1P6/7R w - - 1 40,8,3,-30,26,good,4.0,True,6.0,False
80,1,37,28,True,False,False,3r3k/4R3/7B/p4p2/Pp2N3/4KP2/1P6/7R b - - 0 40,11,2,-30,41,good,6.0,False,4.0,True
81,4,52,28,True,False,False,3r3k/4R3/7B/p7/Pp2p3/4KP2/1P6/7R w - - 0 41,8,1,5,20,blunder,4.0,True,1.0,True
1,1,12,28,False,False,False,rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,0,0,0,22,good,,,,
2,1,51,35,False,False,False,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,0,0,0,29,good,1.0,False,,
3,1,28,36,False,False,False,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,0,0,0,28,blunder,1.0,False,1.0,False
4,1,50,34,False,False,False,rnbqkbnr/ppp1pppp/8/3pP3/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,0,0,0,29,good,1.0,False,1.0,False
5,2,6,21,False,False,False,rnbqkbnr/pp2pppp/8/2ppP3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,0,0,0,31,good,1.0,False,1.0,False
6,2,57,42,False,False,False,rnbqkbnr/pp2pppp/8/2ppP3/8/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 3,0,1,10,31,good,1.0,False,2.0,False
7,3,5,33,False,False,False,r1bqkbnr/pp2pppp/2n5/2ppP3/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 4,0,2,0,32,good,2.0,False,2.0,False
8,3,58,30,False,False,False,r1bqkbnr/pp2pppp/2n5/1BppP3/8/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 4,0,3,0,31,good,2.0,False,3.0,False
9,3,33,42,True,False,False,r2qkbnr/pp2pppp/2n5/1BppP3/6b1/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 5,0,4,0,33,good,3.0,False,3.0,False
10,1,49,42,True,True,False,r2qkbnr/pp2pppp/2B5/2ppP3/6b1/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 5,3,3,-30,33,good,3.0,False,3.0,True
11,6,4,6,False,False,True,r2qkbnr/p3pppp/2p5/2ppP3/6b1/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 6,0,2,-30,31,inaccuracy,3.0,True,1.0,True
12,5,59,50,False,False,False,r2qkbnr/p3pppp/2p5/2ppP3/6b1/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 6,0,2,-30,29,good,1.0,True,6.0,False
13,1,10,18,False,False,False,r3kbnr/p1q1pppp/2p5/2ppP3/6b1/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 7,0,2,-30,32,blunder,6.0,False,5.0,False
14,3,30,21,True,False,False,r3kbnr/p1q1pppp/2p5/2ppP3/6b1/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 0 7,0,2,-30,30,good,5.0,False,1.0,False
15,5,3,21,True,False,False,r3kbnr/p1q1pppp/2p5/2ppP3/8/2P2b2/PP1P1PPP/RNBQ1RK1 w kq - 0 8,-3,1,0,33,good,1.0,False,3.0,True
16,5,50,36,True,False,False,r3kbnr/p1q1pppp/2p5/2ppP3/8/2P2Q2/PP1P1PPP/RNB2RK1 b kq - 0 8,0,0,0,33,good,3.0,True,5.0,True
17,1,11,19,False,False,False,r3kbnr/p3pppp/2p5/2ppq3/8/2P2Q2/PP1P1PPP/RNB2RK1 w kq - 0 9,-1,0,-5,35,inaccuracy,5.0,True,5.0,True
18,2,62,45,False,False,False,r3kbnr/p3pppp/2p5/2ppq3/8/2PP1Q2/PP3PPP/RNB2RK1 b kq - 0 9,-1,0,-5,35,good,5.0,True,1.0,False
19,3,2,29,False,False,False,r3kb1r/p3pppp/2p2n2/2ppq3/8/2PP1Q2/PP3PPP/RNB2RK1 w kq - 1 10,-1,1,-15,36,inaccuracy,1.0,False,2.0,False
20,5,36,37,False,False,False,r3kb1r/p3pppp/2p2n2/2ppq3/5B2/2PP1Q2/PP3PPP/RN3RK1 b kq - 2 10,-1,2,-15,32,good,2.0,False,3.0,False
21,1,15,23,False,False,False,r3kb1r/p3pppp/2p2n2/2pp1q2/5B2/2PP1Q2/PP3PPP/RN3RK1 w kq - 3 11,-1,2,-15,31,blunder,3.0,False,5.0,False
22,1,52,44,False,False,False,r3kb1r/p3pppp/2p2n2/2pp1q2/5B2/2PP1Q1P/PP3PP1/RN3RK1 b kq - 0 11,-1,2,-15,35,good,5.0,False,1.0,False
23,1,14,30,False,False,False,r3kb1r/p4ppp/2p1pn2/2pp1q2/5B2/2PP1Q1P/PP3PP1/RN3RK1 w kq - 0 12,-1,2,-15,33,good,1.0,False,1.0,False
24,5,37,46,False,False,False,r3kb1r/p4ppp/2p1pn2/2pp1q2/5BP1/2PP1Q1P/PP3P2/RN3RK1 b kq - 0 12,-1,2,-15,35,good,1.0,False,1.0,False
25,5,21,22,False,False,False,r3kb1r/p4ppp/2p1pnq1/2pp4/5BP1/2PP1Q1P/PP3P2/RN3RK1 w kq - 1 13,-1,2,-15,30,inaccuracy,1.0,False,5.0,False
26,1,55,39,False,False,False,r3kb1r/p4ppp/2p1pnq1/2pp4/5BP1/2PP2QP/PP3P2/RN3RK1 b kq - 2 13,-1,2,-15,35,good,5.0,False,5.0,False
27,1,30,38,False,False,False,r3kb1r/p4pp1/2p1pnq1/2pp3p/5BP1/2PP2QP/PP3P2/RN3RK1 w kq - 0 14,-1,2,-15,30,good,5.0,False,1.0,False
28,1,39,31,False,False,False,r3kb1r/p4pp1/2p1pnq1/2pp2Pp/5B2/2PP2QP/PP3P2/RN3RK1 b kq - 0 14,-1,2,-15,34,inaccuracy,1.0,False,1.0,False
29,5,22,14,False,False,False,r3kb1r/p4pp1/2p1pnq1/2pp2P1/5B1p/2PP2QP/PP3P2/RN3RK1 w kq - 0 15,-1,2,-15,32,good,1.0,False,1.0,False
30,2,45,39,False,False,False,r3kb1r/p4pp1/2p1pnq1/2pp2P1/5B1p/2PP3P/PP3PQ1/RN3RK1 b kq - 1 15,-1,2,-15,32,good,1.0,False,5.0,False
31,3,29,20,False,False,False,r3kb1r/p4pp1/2p1p1q1/2pp2Pn/5B1p/2PP3P/PP3PQ1/RN3RK1 w kq - 2 16,-1,2,5,31,good,5.0,False,2.0,False
32,3,61,52,False,False,False,r3kb1r/p4pp1/2p1p1q1/2pp2Pn/7p/2PPB2P/PP3PQ1/RN3RK1 b kq - 3 16,-1,2,5,30,good,2.0,False,3.0,False
33,1,13,29,False,False,False,r3k2r/p3bpp1/2p1p1q1/2pp2Pn/7p/2PPB2P/PP3PQ1/RN3RK1 w kq - 4 17,-1,3,5,31,blunder,3.0,False,3.0,False
34,2,39,22,False,False,False,r3k2r/p3bpp1/2p1p1q1/2pp2Pn/5P1p/2PPB2P/PP4Q1/RN3RK1 b kq - 0 17,-1,3,5,33,good,3.0,False,1.0,False
35,3,20,13,False,False,False,r3k2r/p3bpp1/2p1p1q1/2pp2P1/5P1p/2PPB1nP/PP4Q1/RN3RK1 w kq - 1 18,-1,3,-5,34,blunder,1.0,False,2.0,False
36,1,44,36,False,False,False,r3k2r/p3bpp1/2p1p1q1/2pp2P1/5P1p/2PP2nP/PP3BQ1/RN3RK1 b kq - 2 18,-1,3,-5,30,good,2.0,False,3.0,False
37,3,13,22,True,False,False,r3k2r/p3bpp1/2p3q1/2ppp1P1/5P1p/2PP2nP/PP3BQ1/RN3RK1 w kq - 0 19,-1,3,-5,36,inaccuracy,3.0,False,1.0,False
38,1,36,29,True,False,False,r3k2r/p3bpp1/2p3q1/2ppp1P1/5P1p/2PP2BP/PP4Q1/RN3RK1 b kq - 0 19,2,2,-45,33,good,1.0,False,3.0,True
39,3,22,29,True,False,False,r3k2r/p3bpp1/2p3q1/2pp2P1/5p1p/2PP2BP/PP4Q1/RN3RK1 w kq - 0 20,1,2,-60,33,blunder,3.0,True,1.0,True
40,5,46,19,True,False,False,r3k2r/p3bpp1/2p3q1/2pp2P1/5B1p/2PP3P/PP4Q1/RN3RK1 b kq - 0 20,2,2,-50,36,good,1.0,True,3.0,True
41,2,1,16,False,False,False,r3k2r/p3bpp1/2p5/2pp2P1/5B1p/2Pq3P/PP4Q1/RN3RK1 w kq - 0 21,1,2,-50,40,blunder,3.0,True,5.0,True
42,1,34,26,False,False,False,r3k2r/p3bpp1/2p5/2pp2P1/5B1p/N1Pq3P/PP4Q1/R4RK1 b kq - 1 21,1,3,-60,38,good,5.0,True,2.0,False
43,4,0,4,False,False,False,r3k2r/p3bpp1/2p5/3p2P1/2p2B1p/N1Pq3P/PP4Q1/R4RK1 w kq - 0 22,1,3,-60,42,good,2.0,False,1.0,False
44,6,60,51,False,False,False,r3k2r/p3bpp1/2p5/3p2P1/2p2B1p/N1Pq3P/PP4Q1/4RRK1 b kq - 1 22,1,3,-60,39,good,1.0,False,4.0,False
45,5,14,30,False,False,False,r6r/p2kbpp1/2p5/3p2P1/2p2B1p/N1Pq3P/PP4Q1/4RRK1 w - - 2 23,1,3,-60,44,good,4.0,False,6.0,False
46,6,51,59,False,True,False,r6r/p2kbpp1/2p5/3p2P1/2p2BQp/N1Pq3P/PP6/4RRK1 b - - 3 23,1,3,-60,41,inaccuracy,6.0,False,5.0,False
47,4,4,52,True,False,False,r2k3r/p3bpp1/2p5/3p2P1/2p2BQp/N1Pq3P/PP6/4RRK1 w - - 4 24,1,3,-60,42,blunder,5.0,False,6.0,False
48,6,59,52,True,False,False,r2k3r/p3Rpp1/2p5/3p2P1/2p2BQp/N1Pq3P/PP6/5RK1 b - - 0 24,4,2,-60,45,good,6.0,False,4.0,True
49,4,5,4,False,False,False,r6r/p3kpp1/2p5/3p2P1/2p2BQp/N1Pq3P/PP6/5RK1 w - - 0 25,-1,2,-60,39,good,4.0,True,6.0,True
50,6,52,59,False,True,False,r6r/p3kpp1/2p5/3p2P1/2p2BQp/N1Pq3P/PP6/4R1K1 b - - 1 25,-1,2,-60,41,good,6.0,True,4.0,False
51,1,38,46,False,False,False,r2k3r/p4pp1/2p5/3p2P1/2p2BQp/N1Pq3P/PP6/4R1K1 w - - 2 26,-1,2,-60,37,blunder,4.0,False,6.0,False
52,5,19,46,True,False,False,r2k3r/p4pp1/2p3P1/3p4/2p2BQp/N1Pq3P/PP6/4R1K1 b - - 0 26,-1,2,-60,44,good,6.0,False,1.0,False
53,5,30,46,True,False,False,r2k3r/p4pp1/2p3q1/3p4/2p2BQp/N1P4P/PP6/4R1K1 w - - 0 27,-2,2,-110,34,good,1.0,False,5.0,True
54,1,53,46,True,False,False,r2k3r/p4pp1/2p3Q1/3p4/2p2B1p/N1P4P/PP6/4R1K1 b - - 0 27,7,2,-110,41,good,5.0,True,5.0,True
55,3,29,38,False,False,False,r2k3r/p5p1/2p3p1/3p4/2p2B1p/N1P4P/PP6/4R1K1 w - - 0 28,-2,2,-150,24,inaccuracy,5.0,True,1.0,True
56,6,59,51,False,True,False,r2k3r/p5p1/2p3p1/3p2B1/2p4p/N1P4P/PP6/4R1K1 b - - 1 28,-2,2,-150,32,good,1.0,True,3.0,False
57,1,9,17,False,False,False,r6r/p2k2p1/2p3p1/3p2B1/2p4p/N1P4P/PP6/4R1K1 w - - 2 29,-2,2,-150,28,blunder,3.0,False,6.0,False
58,4,56,60,False,False,False,r6r/p2k2p1/2p3p1/3p2B1/2p4p/NPP4P/P7/4R1K1 b - - 0 29,-2,2,-150,31,good,6.0,False,1.0,False
59,4,4,5,False,False,False,4r2r/p2k2p1/2p3p1/3p2B1/2p4p/NPP4P/P7/4R1K1 w - - 1 30,-2,2,-150,31,blunder,1.0,False,4.0,False
60,4,60,20,False,False,False,4r2r/p2k2p1/2p3p1/3p2B1/2p4p/NPP4P/P7/5RK1 b - - 2 30,-2,2,-150,31,good,4.0,False,4.0,False
61,4,5,53,False,False,False,7r/p2k2p1/2p3p1/3p2B1/2p4p/NPP1r2P/P7/5RK1 w - - 3 31,-2,2,-150,32,blunder,4.0,False,4.0,False
62,6,51,44,False,True,False,7r/p2k1Rp1/2p3p1/3p2B1/2p4p/NPP1r2P/P7/6K1 b - - 4 31,-2,2,-150,26,good,4.0,False,4.0,False
